Saison	Kalenderwoche	Altersgruppe	SARI	Hospitalisierungsinzidenz
2022/23	2023-W23	80+	COVID-19	3.0
2022/23	2023-W23	00+	COVID-19	0.7
2022/23	2023-W23	00+	Influenza	0.0
2022/23	2023-W23	00+	RSV	0.0
2022/23	2023-W22	0-4	Gesamt	23.7
2022/23	2023-W22	5-14	Gesamt	4.4
2022/23	2023-W22	15-34	Gesamt	1.9
2022/23	2023-W22	35-59	Gesamt	2.8
2022/23	2023-W22	60-79	Gesamt	15.1
2022/23	2023-W22	80+	Gesamt	40.4
2022/23	2023-W22	00+	Gesamt	10.1
2022/23	2023-W22	60-79	COVID-19	1.0
2022/23	2023-W22	80+	COVID-19	2.5
2022/23	2023-W22	00+	COVID-19	0.5
2022/23	2023-W22	00+	Influenza	0.1
2022/23	2023-W22	00+	RSV	0.0
2022/23	2023-W21	0-4	Gesamt	28.3
2022/23	2023-W21	5-14	Gesamt	3.2
2022/23	2023-W21	15-34	Gesamt	1.8
2022/23	2023-W21	35-59	Gesamt	3.1
2022/23	2023-W21	60-79	Gesamt	12.3
2022/23	2023-W21	80+	Gesamt	42.6
2022/23	2023-W21	00+	Gesamt	9.8
2022/23	2023-W21	60-79	COVID-19	1.5
2022/23	2023-W21	80+	COVID-19	4.9
2022/23	2023-W21	00+	COVID-19	0.9
2022/23	2023-W21	00+	Influenza	0.0
2022/23	2023-W21	00+	RSV	0.0
2022/23	2023-W20	0-4	Gesamt	24.6
2022/23	2023-W20	5-14	Gesamt	4.4
2022/23	2023-W20	15-34	Gesamt	1.6
2022/23	2023-W20	35-59	Gesamt	2.8
2022/23	2023-W20	60-79	Gesamt	13.8
2022/23	2023-W20	80+	Gesamt	50.6
2022/23	2023-W20	00+	Gesamt	10.6
2022/23	2023-W20	60-79	COVID-19	2.2
2022/23	2023-W20	80+	COVID-19	9.3
2022/23	2023-W20	00+	COVID-19	1.5
2022/23	2023-W20	00+	Influenza	0.2
2022/23	2023-W20	00+	RSV	0.1
2022/23	2023-W19	0-4	Gesamt	34.8
2022/23	2023-W19	5-14	Gesamt	5.7
2022/23	2023-W19	15-34	Gesamt	1.6
2022/23	2023-W19	35-59	Gesamt	2.6
2022/23	2023-W19	60-79	Gesamt	14.5
2022/23	2023-W19	80+	Gesamt	48.1
2022/23	2023-W19	00+	Gesamt	11.2
2022/23	2023-W19	60-79	COVID-19	3.2
2022/23	2023-W19	80+	COVID-19	7.1
2022/23	2023-W19	00+	COVID-19	1.5
2022/23	2023-W19	00+	Influenza	0.2
2022/23	2023-W19	00+	RSV	0.0
2022/23	2023-W18	0-4	Gesamt	34.8
2022/23	2023-W18	5-14	Gesamt	7.8
2022/23	2023-W18	15-34	Gesamt	2.6
2022/23	2023-W18	35-59	Gesamt	3.5
2022/23	2023-W18	60-79	Gesamt	15.6
2022/23	2023-W18	80+	Gesamt	52.2
2022/23	2023-W18	00+	Gesamt	12.5
2022/23	2023-W18	60-79	COVID-19	3.0
2022/23	2023-W18	80+	COVID-19	10.2
2022/23	2023-W18	00+	COVID-19	1.7
2022/23	2023-W18	00+	Influenza	0.4
2022/23	2023-W18	00+	RSV	0.1
2022/23	2023-W17	0-4	Gesamt	38.5
2022/23	2023-W17	5-14	Gesamt	5.0
2022/23	2023-W17	15-34	Gesamt	1.9
2022/23	2023-W17	35-59	Gesamt	4.1
2022/23	2023-W17	60-79	Gesamt	12.9
2022/23	2023-W17	80+	Gesamt	45.9
2022/23	2023-W17	00+	Gesamt	11.3
2022/23	2023-W17	60-79	COVID-19	2.1
2022/23	2023-W17	80+	COVID-19	10.7
2022/23	2023-W17	00+	COVID-19	1.7
2022/23	2023-W17	00+	Influenza	0.2
2022/23	2023-W17	00+	RSV	0.1
2022/23	2023-W16	0-4	Gesamt	33.4
2022/23	2023-W16	5-14	Gesamt	4.1
2022/23	2023-W16	15-34	Gesamt	1.8
2022/23	2023-W16	35-59	Gesamt	3.9
2022/23	2023-W16	60-79	Gesamt	16.2
2022/23	2023-W16	80+	Gesamt	53.6
2022/23	2023-W16	00+	Gesamt	12.3
2022/23	2023-W16	60-79	COVID-19	3.1
2022/23	2023-W16	80+	COVID-19	9.3
2022/23	2023-W16	00+	COVID-19	1.8
2022/23	2023-W16	00+	Influenza	0.2
2022/23	2023-W16	00+	RSV	0.1
2022/23	2023-W15	0-4	Gesamt	35.7
2022/23	2023-W15	5-14	Gesamt	4.6
2022/23	2023-W15	15-34	Gesamt	1.3
2022/23	2023-W15	35-59	Gesamt	4.2
2022/23	2023-W15	60-79	Gesamt	14.9
2022/23	2023-W15	80+	Gesamt	57.7
2022/23	2023-W15	00+	Gesamt	12.5
2022/23	2023-W15	60-79	COVID-19	3.4
2022/23	2023-W15	80+	COVID-19	16.5
2022/23	2023-W15	00+	COVID-19	2.5
2022/23	2023-W15	00+	Influenza	0.4
2022/23	2023-W15	00+	RSV	0.0
2022/23	2023-W14	0-4	Gesamt	44.6
2022/23	2023-W14	5-14	Gesamt	6.9
2022/23	2023-W14	15-34	Gesamt	2.4
2022/23	2023-W14	35-59	Gesamt	4.5
2022/23	2023-W14	60-79	Gesamt	18.2
2022/23	2023-W14	80+	Gesamt	68.4
2022/23	2023-W14	00+	Gesamt	15.2
2022/23	2023-W14	60-79	COVID-19	3.6
2022/23	2023-W14	80+	COVID-19	22.8
2022/23	2023-W14	00+	COVID-19	3.2
2022/23	2023-W14	00+	Influenza	0.6
2022/23	2023-W14	00+	RSV	0.1
2022/23	2023-W13	0-4	Gesamt	51.5
2022/23	2023-W13	5-14	Gesamt	6.9
2022/23	2023-W13	15-34	Gesamt	1.8
2022/23	2023-W13	35-59	Gesamt	4.7
2022/23	2023-W13	60-79	Gesamt	15.9
2022/23	2023-W13	80+	Gesamt	68.7
2022/23	2023-W13	00+	Gesamt	14.9
2022/23	2023-W13	60-79	COVID-19	5.2
2022/23	2023-W13	80+	COVID-19	20.6
2022/23	2023-W13	00+	COVID-19	3.3
2022/23	2023-W13	00+	Influenza	0.5
2022/23	2023-W13	00+	RSV	0.1
2022/23	2023-W12	0-4	Gesamt	55.2
2022/23	2023-W12	5-14	Gesamt	9.2
2022/23	2023-W12	15-34	Gesamt	2.5
2022/23	2023-W12	35-59	Gesamt	5.3
2022/23	2023-W12	60-79	Gesamt	21.3
2022/23	2023-W12	80+	Gesamt	73.4
2022/23	2023-W12	00+	Gesamt	17.4
2022/23	2023-W12	60-79	COVID-19	6.4
2022/23	2023-W12	80+	COVID-19	29.4
2022/23	2023-W12	00+	COVID-19	4.6
2022/23	2023-W12	00+	Influenza	1.1
2022/23	2023-W12	00+	RSV	0.3
2022/23	2023-W11	0-4	Gesamt	57.6
2022/23	2023-W11	5-14	Gesamt	9.2
2022/23	2023-W11	15-34	Gesamt	3.4
2022/23	2023-W11	35-59	Gesamt	4.5
2022/23	2023-W11	60-79	Gesamt	20.3
2022/23	2023-W11	80+	Gesamt	86.6
2022/23	2023-W11	00+	Gesamt	18.3
2022/23	2023-W11	60-79	COVID-19	8.6
2022/23	2023-W11	80+	COVID-19	34.1
2022/23	2023-W11	00+	COVID-19	5.4
2022/23	2023-W11	00+	Influenza	1.1
2022/23	2023-W11	00+	RSV	0.3
2022/23	2023-W10	0-4	Gesamt	68.7
2022/23	2023-W10	5-14	Gesamt	6.4
2022/23	2023-W10	15-34	Gesamt	1.7
2022/23	2023-W10	35-59	Gesamt	3.9
2022/23	2023-W10	60-79	Gesamt	20.4
2022/23	2023-W10	80+	Gesamt	80.0
2022/23	2023-W10	00+	Gesamt	17.5
2022/23	2023-W10	60-79	COVID-19	5.4
2022/23	2023-W10	80+	COVID-19	33.0
2022/23	2023-W10	00+	COVID-19	4.5
2022/23	2023-W10	00+	Influenza	1.0
2022/23	2023-W10	00+	RSV	0.7
2022/23	2023-W09	0-4	Gesamt	57.6
2022/23	2023-W09	5-14	Gesamt	4.8
2022/23	2023-W09	15-34	Gesamt	2.3
2022/23	2023-W09	35-59	Gesamt	3.9
2022/23	2023-W09	60-79	Gesamt	19.3
2022/23	2023-W09	80+	Gesamt	80.3
2022/23	2023-W09	00+	Gesamt	16.7
2022/23	2023-W09	60-79	COVID-19	7.2
2022/23	2023-W09	80+	COVID-19	29.4
2022/23	2023-W09	00+	COVID-19	4.7
2022/23	2023-W09	00+	Influenza	0.6
2022/23	2023-W09	00+	RSV	0.4
2022/23	2023-W08	0-4	Gesamt	48.3
2022/23	2023-W08	5-14	Gesamt	6.0
2022/23	2023-W08	15-34	Gesamt	3.4
2022/23	2023-W08	35-59	Gesamt	5.2
2022/23	2023-W08	60-79	Gesamt	18.8
2022/23	2023-W08	80+	Gesamt	75.9
2022/23	2023-W08	00+	Gesamt	16.5
2022/23	2023-W08	60-79	COVID-19	6.4
2022/23	2023-W08	80+	COVID-19	24.5
2022/23	2023-W08	00+	COVID-19	4.3
2022/23	2023-W08	00+	Influenza	0.7
2022/23	2023-W08	00+	RSV	0.7
2022/23	2023-W07	0-4	Gesamt	56.2
2022/23	2023-W07	5-14	Gesamt	5.0
2022/23	2023-W07	15-34	Gesamt	1.4
2022/23	2023-W07	35-59	Gesamt	3.9
2022/23	2023-W07	60-79	Gesamt	17.3
2022/23	2023-W07	80+	Gesamt	69.0
2022/23	2023-W07	00+	Gesamt	15.0
2022/23	2023-W07	60-79	COVID-19	5.1
2022/23	2023-W07	80+	COVID-19	20.9
2022/23	2023-W07	00+	COVID-19	3.3
2022/23	2023-W07	00+	Influenza	0.6
2022/23	2023-W07	00+	RSV	0.6
2022/23	2023-W06	0-4	Gesamt	58.0
2022/23	2023-W06	5-14	Gesamt	6.0
2022/23	2023-W06	15-34	Gesamt	2.3
2022/23	2023-W06	35-59	Gesamt	4.1
2022/23	2023-W06	60-79	Gesamt	18.0
2022/23	2023-W06	80+	Gesamt	66.0
2022/23	2023-W06	00+	Gesamt	15.4
2022/23	2023-W06	60-79	COVID-19	5.1
2022/23	2023-W06	80+	COVID-19	18.1
2022/23	2023-W06	00+	COVID-19	3.2
2022/23	2023-W06	00+	Influenza	0.7
2022/23	2023-W06	00+	RSV	0.9
2022/23	2023-W05	0-4	Gesamt	56.6
2022/23	2023-W05	5-14	Gesamt	5.7
2022/23	2023-W05	15-34	Gesamt	2.4
2022/23	2023-W05	35-59	Gesamt	3.5
2022/23	2023-W05	60-79	Gesamt	15.3
2022/23	2023-W05	80+	Gesamt	58.5
2022/23	2023-W05	00+	Gesamt	13.8
2022/23	2023-W05	60-79	COVID-19	2.7
2022/23	2023-W05	80+	COVID-19	17.3
2022/23	2023-W05	00+	COVID-19	2.4
2022/23	2023-W05	00+	Influenza	0.6
2022/23	2023-W05	00+	RSV	1.4
2022/23	2023-W04	0-4	Gesamt	58.0
2022/23	2023-W04	5-14	Gesamt	6.9
2022/23	2023-W04	15-34	Gesamt	1.3
2022/23	2023-W04	35-59	Gesamt	4.0
2022/23	2023-W04	60-79	Gesamt	14.9
2022/23	2023-W04	80+	Gesamt	59.4
2022/23	2023-W04	00+	Gesamt	13.9
2022/23	2023-W04	60-79	COVID-19	1.3
2022/23	2023-W04	80+	COVID-19	14.8
2022/23	2023-W04	00+	COVID-19	1.8
2022/23	2023-W04	00+	Influenza	0.6
2022/23	2023-W04	00+	RSV	1.5
2022/23	2023-W03	0-4	Gesamt	63.6
2022/23	2023-W03	5-14	Gesamt	5.3
2022/23	2023-W03	15-34	Gesamt	1.4
2022/23	2023-W03	35-59	Gesamt	3.2
2022/23	2023-W03	60-79	Gesamt	14.4
2022/23	2023-W03	80+	Gesamt	59.4
2022/23	2023-W03	00+	Gesamt	13.7
2022/23	2023-W03	60-79	COVID-19	3.0
2022/23	2023-W03	80+	COVID-19	12.1
2022/23	2023-W03	00+	COVID-19	2.0
2022/23	2023-W03	00+	Influenza	0.6
2022/23	2023-W03	00+	RSV	1.7
2022/23	2023-W02	0-4	Gesamt	58.5
2022/23	2023-W02	5-14	Gesamt	5.0
2022/23	2023-W02	15-34	Gesamt	2.4
2022/23	2023-W02	35-59	Gesamt	4.2
2022/23	2023-W02	60-79	Gesamt	19.3
2022/23	2023-W02	80+	Gesamt	82.5
2022/23	2023-W02	00+	Gesamt	17.1
2022/23	2023-W02	60-79	COVID-19	3.2
2022/23	2023-W02	80+	COVID-19	15.9
2022/23	2023-W02	00+	COVID-19	2.4
2022/23	2023-W02	00+	Influenza	1.3
2022/23	2023-W02	00+	RSV	2.1
2022/23	2023-W01	0-4	Gesamt	88.2
2022/23	2023-W01	5-14	Gesamt	4.4
2022/23	2023-W01	15-34	Gesamt	2.9
2022/23	2023-W01	35-59	Gesamt	5.6
2022/23	2023-W01	60-79	Gesamt	36.5
2022/23	2023-W01	80+	Gesamt	127.8
2022/23	2023-W01	00+	Gesamt	27.1
2022/23	2023-W01	60-79	COVID-19	6.8
2022/23	2023-W01	80+	COVID-19	33.5
2022/23	2023-W01	00+	COVID-19	4.8
2022/23	2023-W01	00+	Influenza	3.6
2022/23	2023-W01	00+	RSV	4.7
2022/23	2022-W52	0-4	Gesamt	97.0
2022/23	2022-W52	5-14	Gesamt	8.5
2022/23	2022-W52	15-34	Gesamt	2.1
2022/23	2022-W52	35-59	Gesamt	7.2
2022/23	2022-W52	60-79	Gesamt	44.1
2022/23	2022-W52	80+	Gesamt	149.3
2022/23	2022-W52	00+	Gesamt	32.3
2022/23	2022-W52	60-79	COVID-19	10.0
2022/23	2022-W52	80+	COVID-19	40.8
2022/23	2022-W52	00+	COVID-19	6.3
2022/23	2022-W52	00+	Influenza	8.5
2022/23	2022-W52	00+	RSV	4.6
2022/23	2022-W51	0-4	Gesamt	151.5
2022/23	2022-W51	5-14	Gesamt	13.3
2022/23	2022-W51	15-34	Gesamt	4.3
2022/23	2022-W51	35-59	Gesamt	7.6
2022/23	2022-W51	60-79	Gesamt	43.3
2022/23	2022-W51	80+	Gesamt	152.7
2022/23	2022-W51	00+	Gesamt	36.4
2022/23	2022-W51	60-79	COVID-19	9.0
2022/23	2022-W51	80+	COVID-19	42.8
2022/23	2022-W51	00+	COVID-19	6.5
2022/23	2022-W51	00+	Influenza	12.3
2022/23	2022-W51	00+	RSV	5.3
2022/23	2022-W50	0-4	Gesamt	178.4
2022/23	2022-W50	5-14	Gesamt	21.5
2022/23	2022-W50	15-34	Gesamt	7.3
2022/23	2022-W50	35-59	Gesamt	10.0
2022/23	2022-W50	60-79	Gesamt	38.7
2022/23	2022-W50	80+	Gesamt	146.7
2022/23	2022-W50	00+	Gesamt	38.4
2022/23	2022-W50	60-79	COVID-19	7.4
2022/23	2022-W50	80+	COVID-19	40.3
2022/23	2022-W50	00+	COVID-19	5.9
2022/23	2022-W50	00+	Influenza	13.5
2022/23	2022-W50	00+	RSV	6.6
2022/23	2022-W49	0-4	Gesamt	216.4
2022/23	2022-W49	5-14	Gesamt	22.5
2022/23	2022-W49	15-34	Gesamt	6.9
2022/23	2022-W49	35-59	Gesamt	9.2
2022/23	2022-W49	60-79	Gesamt	34.1
2022/23	2022-W49	80+	Gesamt	115.9
2022/23	2022-W49	00+	Gesamt	36.4
2022/23	2022-W49	60-79	COVID-19	7.2
2022/23	2022-W49	80+	COVID-19	33.7
2022/23	2022-W49	00+	COVID-19	5.2
2022/23	2022-W49	00+	Influenza	11.3
2022/23	2022-W49	00+	RSV	8.0
2022/23	2022-W48	0-4	Gesamt	203.2
2022/23	2022-W48	5-14	Gesamt	21.8
2022/23	2022-W48	15-34	Gesamt	8.4
2022/23	2022-W48	35-59	Gesamt	7.6
2022/23	2022-W48	60-79	Gesamt	22.0
2022/23	2022-W48	80+	Gesamt	87.1
2022/23	2022-W48	00+	Gesamt	30.0
2022/23	2022-W48	60-79	COVID-19	5.0
2022/23	2022-W48	80+	COVID-19	27.1
2022/23	2022-W48	00+	COVID-19	4.0
2022/23	2022-W48	00+	Influenza	7.4
2022/23	2022-W48	00+	RSV	7.4
2022/23	2022-W47	0-4	Gesamt	182.6
2022/23	2022-W47	5-14	Gesamt	18.4
2022/23	2022-W47	15-34	Gesamt	5.4
2022/23	2022-W47	35-59	Gesamt	5.8
2022/23	2022-W47	60-79	Gesamt	23.0
2022/23	2022-W47	80+	Gesamt	73.4
2022/23	2022-W47	00+	Gesamt	26.4
2022/23	2022-W47	60-79	COVID-19	5.6
2022/23	2022-W47	80+	COVID-19	23.4
2022/23	2022-W47	00+	COVID-19	4.0
2022/23	2022-W47	00+	Influenza	3.7
2022/23	2022-W47	00+	RSV	6.6
2022/23	2022-W46	0-4	Gesamt	146.9
2022/23	2022-W46	5-14	Gesamt	12.6
2022/23	2022-W46	15-34	Gesamt	3.3
2022/23	2022-W46	35-59	Gesamt	5.6
2022/23	2022-W46	60-79	Gesamt	19.8
2022/23	2022-W46	80+	Gesamt	52.8
2022/23	2022-W46	00+	Gesamt	20.9
2022/23	2022-W46	60-79	COVID-19	6.0
2022/23	2022-W46	80+	COVID-19	14.6
2022/23	2022-W46	00+	COVID-19	3.2
2022/23	2022-W46	00+	Influenza	2.0
2022/23	2022-W46	00+	RSV	5.0
2022/23	2022-W45	0-4	Gesamt	102.9
2022/23	2022-W45	5-14	Gesamt	11.8
2022/23	2022-W45	15-34	Gesamt	1.9
2022/23	2022-W45	35-59	Gesamt	3.6
2022/23	2022-W45	60-79	Gesamt	17.9
2022/23	2022-W45	80+	Gesamt	57.7
2022/23	2022-W45	00+	Gesamt	17.5
2022/23	2022-W45	60-79	COVID-19	5.4
2022/23	2022-W45	80+	COVID-19	18.0
2022/23	2022-W45	00+	COVID-19	3.1
2022/23	2022-W45	00+	Influenza	1.1
2022/23	2022-W45	00+	RSV	3.3
2022/23	2022-W44	0-4	Gesamt	89.2
2022/23	2022-W44	5-14	Gesamt	5.6
2022/23	2022-W44	15-34	Gesamt	1.3
2022/23	2022-W44	35-59	Gesamt	3.4
2022/23	2022-W44	60-79	Gesamt	14.9
2022/23	2022-W44	80+	Gesamt	56.8
2022/23	2022-W44	00+	Gesamt	15.2
2022/23	2022-W44	60-79	COVID-19	4.3
2022/23	2022-W44	80+	COVID-19	22.6
2022/23	2022-W44	00+	COVID-19	3.4
2022/23	2022-W44	00+	Influenza	0.5
2022/23	2022-W44	00+	RSV	2.6
2022/23	2022-W43	0-4	Gesamt	70.5
2022/23	2022-W43	5-14	Gesamt	5.3
2022/23	2022-W43	15-34	Gesamt	1.9
2022/23	2022-W43	35-59	Gesamt	3.4
2022/23	2022-W43	60-79	Gesamt	20.9
2022/23	2022-W43	80+	Gesamt	67.7
2022/23	2022-W43	00+	Gesamt	16.6
2022/23	2022-W43	60-79	COVID-19	9.5
2022/23	2022-W43	80+	COVID-19	32.0
2022/23	2022-W43	00+	COVID-19	5.7
2022/23	2022-W43	00+	Influenza	0.6
2022/23	2022-W43	00+	RSV	1.4
2022/23	2022-W42	0-4	Gesamt	65.9
2022/23	2022-W42	5-14	Gesamt	7.7
2022/23	2022-W42	15-34	Gesamt	1.8
2022/23	2022-W42	35-59	Gesamt	4.8
2022/23	2022-W42	60-79	Gesamt	20.0
2022/23	2022-W42	80+	Gesamt	79.1
2022/23	2022-W42	00+	Gesamt	17.8
2022/23	2022-W42	60-79	COVID-19	11.7
2022/23	2022-W42	80+	COVID-19	41.7
2022/23	2022-W42	00+	COVID-19	7.2
2022/23	2022-W42	00+	Influenza	0.6
2022/23	2022-W42	00+	RSV	0.9
2022/23	2022-W41	0-4	Gesamt	55.8
2022/23	2022-W41	5-14	Gesamt	6.3
2022/23	2022-W41	15-34	Gesamt	2.1
2022/23	2022-W41	35-59	Gesamt	3.7
2022/23	2022-W41	60-79	Gesamt	22.3
2022/23	2022-W41	80+	Gesamt	87.9
2022/23	2022-W41	00+	Gesamt	18.2
2022/23	2022-W41	60-79	COVID-19	10.8
2022/23	2022-W41	80+	COVID-19	51.1
2022/23	2022-W41	00+	COVID-19	7.7
2022/23	2022-W41	00+	Influenza	0.6
2022/23	2022-W41	00+	RSV	0.5
2022/23	2022-W40	0-4	Gesamt	42.1
2022/23	2022-W40	5-14	Gesamt	3.6
2022/23	2022-W40	15-34	Gesamt	1.8
2022/23	2022-W40	35-59	Gesamt	3.4
2022/23	2022-W40	60-79	Gesamt	19.7
2022/23	2022-W40	80+	Gesamt	85.4
2022/23	2022-W40	00+	Gesamt	16.2
2022/23	2022-W40	60-79	COVID-19	10.7
2022/23	2022-W40	80+	COVID-19	52.5
2022/23	2022-W40	00+	COVID-19	7.7
2022/23	2022-W40	00+	Influenza	0.2
2022/23	2022-W40	00+	RSV	0.4
2021/22	2022-W39	0-4	Gesamt	39.3
2021/22	2022-W39	5-14	Gesamt	5.6
2021/22	2022-W39	15-34	Gesamt	2.5
2021/22	2022-W39	35-59	Gesamt	4.7
2021/22	2022-W39	60-79	Gesamt	18.8
2021/22	2022-W39	80+	Gesamt	72.2
2021/22	2022-W39	00+	Gesamt	15.4
2021/22	2022-W39	60-79	COVID-19	9.6
2021/22	2022-W39	80+	COVID-19	40.5
2021/22	2022-W39	00+	COVID-19	6.4
2021/22	2022-W39	00+	Influenza	0.1
2021/22	2022-W39	00+	RSV	0.3
2021/22	2022-W38	0-4	Gesamt	33.9
2021/22	2022-W38	5-14	Gesamt	6.3
2021/22	2022-W38	15-34	Gesamt	1.8
2021/22	2022-W38	35-59	Gesamt	3.4
2021/22	2022-W38	60-79	Gesamt	13.2
2021/22	2022-W38	80+	Gesamt	52.0
2021/22	2022-W38	00+	Gesamt	11.6
2021/22	2022-W38	60-79	COVID-19	5.1
2021/22	2022-W38	80+	COVID-19	25.7
2021/22	2022-W38	00+	COVID-19	3.9
2021/22	2022-W38	00+	Influenza	0.0
2021/22	2022-W38	00+	RSV	0.1
2021/22	2022-W37	0-4	Gesamt	32.5
2021/22	2022-W37	5-14	Gesamt	7.7
2021/22	2022-W37	15-34	Gesamt	1.0
2021/22	2022-W37	35-59	Gesamt	3.4
2021/22	2022-W37	60-79	Gesamt	12.0
2021/22	2022-W37	80+	Gesamt	37.4
2021/22	2022-W37	00+	Gesamt	10.0
2021/22	2022-W37	60-79	COVID-19	3.8
2021/22	2022-W37	80+	COVID-19	14.6
2021/22	2022-W37	00+	COVID-19	2.5
2021/22	2022-W37	00+	Influenza	0.0
2021/22	2022-W37	00+	RSV	0.2
2021/22	2022-W36	0-4	Gesamt	36.1
2021/22	2022-W36	5-14	Gesamt	5.6
2021/22	2022-W36	15-34	Gesamt	1.3
2021/22	2022-W36	35-59	Gesamt	3.4
2021/22	2022-W36	60-79	Gesamt	11.8
2021/22	2022-W36	80+	Gesamt	40.8
2021/22	2022-W36	00+	Gesamt	10.2
2021/22	2022-W36	60-79	COVID-19	3.7
2021/22	2022-W36	80+	COVID-19	15.4
2021/22	2022-W36	00+	COVID-19	2.8
2021/22	2022-W36	00+	Influenza	0.0
2021/22	2022-W36	00+	RSV	0.0
2021/22	2022-W35	0-4	Gesamt	19.2
2021/22	2022-W35	5-14	Gesamt	3.9
2021/22	2022-W35	15-34	Gesamt	0.9
2021/22	2022-W35	35-59	Gesamt	2.0
2021/22	2022-W35	60-79	Gesamt	9.9
2021/22	2022-W35	80+	Gesamt	35.7
2021/22	2022-W35	00+	Gesamt	7.7
2021/22	2022-W35	60-79	COVID-19	3.1
2021/22	2022-W35	80+	COVID-19	11.4
2021/22	2022-W35	00+	COVID-19	2.0
2021/22	2022-W35	00+	Influenza	0.1
2021/22	2022-W35	00+	RSV	0.1
2021/22	2022-W34	0-4	Gesamt	13.3
2021/22	2022-W34	5-14	Gesamt	3.6
2021/22	2022-W34	15-34	Gesamt	1.4
2021/22	2022-W34	35-59	Gesamt	2.1
2021/22	2022-W34	60-79	Gesamt	10.5
2021/22	2022-W34	80+	Gesamt	36.0
2021/22	2022-W34	00+	Gesamt	7.7
2021/22	2022-W34	60-79	COVID-19	3.1
2021/22	2022-W34	80+	COVID-19	15.4
2021/22	2022-W34	00+	COVID-19	2.2
2021/22	2022-W34	00+	Influenza	0.1
2021/22	2022-W34	00+	RSV	0.0
2021/22	2022-W33	0-4	Gesamt	9.6
2021/22	2022-W33	5-14	Gesamt	1.9
2021/22	2022-W33	15-34	Gesamt	1.9
2021/22	2022-W33	35-59	Gesamt	3.1
2021/22	2022-W33	60-79	Gesamt	12.6
2021/22	2022-W33	80+	Gesamt	44.2
2021/22	2022-W33	00+	Gesamt	8.9
2021/22	2022-W33	60-79	COVID-19	4.5
2021/22	2022-W33	80+	COVID-19	16.8
2021/22	2022-W33	00+	COVID-19	3.1
2021/22	2022-W33	00+	Influenza	0.1
2021/22	2022-W33	00+	RSV	0.0
2021/22	2022-W32	0-4	Gesamt	12.4
2021/22	2022-W32	5-14	Gesamt	1.2
2021/22	2022-W32	15-34	Gesamt	1.1
2021/22	2022-W32	35-59	Gesamt	2.7
2021/22	2022-W32	60-79	Gesamt	11.0
2021/22	2022-W32	80+	Gesamt	48.8
2021/22	2022-W32	00+	Gesamt	8.8
2021/22	2022-W32	60-79	COVID-19	3.5
2021/22	2022-W32	80+	COVID-19	19.4
2021/22	2022-W32	00+	COVID-19	2.9
2021/22	2022-W32	00+	Influenza	0.0
2021/22	2022-W32	00+	RSV	0.0
2021/22	2022-W31	0-4	Gesamt	8.7
2021/22	2022-W31	5-14	Gesamt	2.7
2021/22	2022-W31	15-34	Gesamt	1.8
2021/22	2022-W31	35-59	Gesamt	3.3
2021/22	2022-W31	60-79	Gesamt	14.9
2021/22	2022-W31	80+	Gesamt	48.8
2021/22	2022-W31	00+	Gesamt	10.0
2021/22	2022-W31	60-79	COVID-19	6.9
2021/22	2022-W31	80+	COVID-19	23.7
2021/22	2022-W31	00+	COVID-19	4.1
2021/22	2022-W31	00+	Influenza	0.0
2021/22	2022-W31	00+	RSV	0.0
2021/22	2022-W30	0-4	Gesamt	11.0
2021/22	2022-W30	5-14	Gesamt	1.5
2021/22	2022-W30	15-34	Gesamt	0.8
2021/22	2022-W30	35-59	Gesamt	2.7
2021/22	2022-W30	60-79	Gesamt	13.3
2021/22	2022-W30	80+	Gesamt	54.8
2021/22	2022-W30	00+	Gesamt	9.7
2021/22	2022-W30	60-79	COVID-19	6.3
2021/22	2022-W30	80+	COVID-19	23.1
2021/22	2022-W30	00+	COVID-19	3.9
2021/22	2022-W30	00+	Influenza	0.0
2021/22	2022-W30	00+	RSV	0.0
2021/22	2022-W29	0-4	Gesamt	16.0
2021/22	2022-W29	5-14	Gesamt	2.2
2021/22	2022-W29	15-34	Gesamt	1.1
2021/22	2022-W29	35-59	Gesamt	2.5
2021/22	2022-W29	60-79	Gesamt	18.5
2021/22	2022-W29	80+	Gesamt	65.9
2021/22	2022-W29	00+	Gesamt	12.3
2021/22	2022-W29	60-79	COVID-19	9.4
2021/22	2022-W29	80+	COVID-19	39.1
2021/22	2022-W29	00+	COVID-19	6.2
2021/22	2022-W29	00+	Influenza	0.1
2021/22	2022-W29	00+	RSV	0.0
2021/22	2022-W28	0-4	Gesamt	20.1
2021/22	2022-W28	5-14	Gesamt	1.7
2021/22	2022-W28	15-34	Gesamt	1.0
2021/22	2022-W28	35-59	Gesamt	1.8
2021/22	2022-W28	60-79	Gesamt	14.8
2021/22	2022-W28	80+	Gesamt	52.5
2021/22	2022-W28	00+	Gesamt	10.1
2021/22	2022-W28	60-79	COVID-19	7.4
2021/22	2022-W28	80+	COVID-19	29.1
2021/22	2022-W28	00+	COVID-19	4.8
2021/22	2022-W28	00+	Influenza	0.0
2021/22	2022-W28	00+	RSV	0.0
2021/22	2022-W27	0-4	Gesamt	11.9
2021/22	2022-W27	5-14	Gesamt	1.9
2021/22	2022-W27	15-34	Gesamt	1.0
2021/22	2022-W27	35-59	Gesamt	3.5
2021/22	2022-W27	60-79	Gesamt	14.0
2021/22	2022-W27	80+	Gesamt	50.0
2021/22	2022-W27	00+	Gesamt	9.9
